name
"CHRISTIE'S SEAFOOD & STEAKS 6029 WESTHEIMER RD"
"COLUCCI'S PUB 3702 FM 1960 RD W STE A"
"BENNIGAN'S #4439 5015 WESTHEIMER RD STE 1170"
"THE BURLAP BARREL 909 TOWN AND COUNTRY BLVD"
"LECHNER'S 2503 S GESSNER RD"
"JUNIOR LEAGUE OF HOUSTON 1811 BRIAR OAKS LN"
"REGGIE'S 12797 WESTHEIMER RD"
"LULING CITY MARKET BAR-B-QUE R 4726 RICHMOND AVE"
"BJ SPORTS PUB 9615 SOUTHWEST FWY"
"RED LOBSTER OF TEXAS INC #864 2760 HIGHWAY 6 S"
"JR' BAR-B-Q & GROCERY 102 MCCARTY ST"
"BENNIGAN'S #4456 2700 SOUTH LOOP W"
"BLUE LAGOON 1248 WITTE RD"
"CHHATWALL INC 4100 WESTHEIMER RD STE 151"
"CEDAR LANDING MARINA 10614 FM 1960 RD"
"CHINA KO RESTAURANT 14644 WOODFOREST"
"L'HOTEL SOFTEL 425 NORTH BELT EAST"
"ART OF THE SPIRITS INC 5600 FANNIN ST"
"BLANCO'S 3406 W ALABAMA ST"
"THE LANCASTER 701 TEXAS AVE"
"TGI FRIDAY'S 12895 GULF FREEWAY"
"CLUB ONYX HOUSTON 3113 BERING DR"
"LAS ALAMEDAS OF TEXAS INC 8615 KATY FWY"
"LOLA'S DEPOT 2327 GRANT ST"
"SASAKI RESTAURANT 8979 WESTHEIMER RD"
"BENNIGAN'S #4474 211 FM 1960 RD W STE M"
"GIN MILL 10744 W BELLFORT ST"
"BACK STREET CAFE 1103 S SHEPHERD DR"
"CARMELO'S ITALIAN RESTAURANT 14795 MEMORIAL DR"
"EL MESON SPANISH MEXICAN RESTA 2425 UNIVERSITY BLVD"
"PAPPAS SEAFOOD HOUSE & OYSTER 12010 EAST FWY"
"PAPPAS BROS STEAKHOUSE 5839 WESTHEIMER RD"
"PAPPADEAUX SEAFOOD KITCHEN 6015 WESTHEIMER RD"
"LOPEZ MEXICAN RESTAURANT 11606 WILCREST DR"
"THE GREAT CARUSO 10001 WESTHEIMER RD"
"DOUBLE T'S BAR & GRILL 14933 BELLAIRE BLVD"
"PAPPASITO'S CANTINA 6445 RICHMOND AVE"
"THE COMEDY SHOWCASE 12547 GULF FREEWAY"
"CHARLIE'S DINER/CHANCES BAR/THE BARN 1100 WESTHEIMER RD # B"
"PRISCILLA HOLLIDAY OF TEXAS INC 2222 WEST LOOP S"
"PICO'S RESTAURANT 5941 BELLAIRE BLVD"
"LUPE TORTILLAS MEXICAN RESTAUR 308 STAFFORD ST"
"DONERAKI RESTAURANTS #2 2836 FULTON ST"
"BENNIGAN'S #4428 1200 MCKINNEY ST STE 475"
"BENNIGAN'S #4429 9811 BISSONNET ST"
"TONY MANDOLA'S 1212 WAUGH DR"
"CHILI'S HAMBURGER GRILL & BAR 12897 GULF FWY"
"BABA YEGA 2607 GRANT ST"
"NORTH CHINA RESTAURANT 879 FROSTWOOD DR"
"PAPPAS SEAFOOD HOUSE & OYSTER 11301 NORTH FWY"
"MOLLY'S PUB 11128 WESTHEIMER RD"
"AMF WILLOW BOWL #394 19102 STATE HIGHWAY 249"
"CASA OLE MEXICAN RESTAURANT 10421 S POST OAK RD"
"SLICK WILLIE'S FAMILY POOL HAL 8471 GULF FWY"
"KOREA GARDEN RESTAURANT 9501 LONG POINT RD STE Z"
"LITE HOUSE PUB 125 E EDGEBROOK DR"
"THE STABLES STEAK HOUSE AND CLUB 7325 SO MAIN"
"CAVATORE ITALIAN RESTAURANT 2120 ELLA BLVD"
"ZIN RESTAURANT & BAR 1100 WILCREST DR STE 100"
"CHILI'S GRILL & BAR 3215 SOUTHWEST FWY"
"BABY DOLLS SALOON 6340 WESTHEIMER"
"CHILI'S GRILL & BAR 19825 NORTHWEST FWY"
"THE BUCK STOPS HERE 550 FM 1959 RD STE E"
"ARAMARK EDUCATIONAL SERVICES O 3874 HOLMAN ST STE D"
"BUON APPETITO 2231 W HOLCOMBE BLVD"
"BRAZOS RIVER BOTTOM CLUB 2400 BRAZOS ST"
"FAJITA WILLIES CAFE & CANTINA 14960 NORTHWEST FWY"
"ROMANO'S MACARONI GRILL 5802 WESTHEIMER RD"
"BENNIGAN'S #5451 1030 W BELT DR N"
"WORLD HOUSTON GOLF CLUB 4000 GREENS RD"
"CEDAR LOUNGE 7237 AIRLINE DR"
"ROWDY'S SPORTS CAFE 900 FM 1960 RD W"
"TA'S CARGO CLUB 3604 MANGUM RD SPC B"
"PAPPASITO'S CANTINA 2 15280 NORTH FWY"
"BLYTHE SPIRITS 600 W GRAY ST"
"CHILI'S HAMBURGER GRILL & BAR 1040 W SAM HOUSTON PKWY N"
"LA TOUR D'ARGENT RESTAURANT 2011 ELLA BLVD"
"SPAGHETTI WAREHOUSE LICENSE IN 901 COMMERCE ST"
"TC'S BAR 817 FAIRVIEW ST"
"CASA OLE RESTAURANT (#28) 12350 GULF FWY"
"NIPPON RESTAURANT 4464 MONTROSE BLVD"
"GOODE COMPANY HAMBURGER 4902 KIRBY DR"
"MAGIC ISLAND 2215 SOUTHWEST FWY"
"VINCENT'S ITALIAN SANDWICH BAR 2701 W DALLAS ST"
"ZANZIBAR HOUSTON 9003 WESTHEIMER STREET"
"I-37 INC 9100 GULF FWY"
"BEAR CREEK GOLF COURSE 16001 CLAY RD"
"BENNIGAN'S #5453 10690 NORTHWEST FWY"
"CHILI'S GRILL & BAR 5015 WESTHEIMER RD STE 1310"
"CHILI'S GRILL & BAR 10510 HWY 290"
"PLAYMATES 9605 SOUTHWEST FWY"
"THE 611 611 HYDE PARK BLVD"
"RON'S PUB 1826 FOUNTAIN VIEW DR"
"T K BITTERMAN'S 2010 W ALABAMA ST"
"CASA OLE #33 7925 FM 1960 RD W STE 1372"
"ICE CREAM CASTLES 7309 FULTON ST"
"BRENNAN'S OF TEXAS INC 3300 SMITH ST"
"BENNIGAN'S #5455 3963 KIRBY DR"
"TYMES SQUARE 4620 W FUQUA"
"LA HACIENDA 14759 MEMORIAL DR"
"MOLLY MAGUIRE'S 15945 KUYKENDAHL RD"
"LA STRADA 322 WESTHEIMER RD"
"CIRO'S ITALIAN GRILL 9755 KATY FWY"
"CARRABBA'S 3115 KIRBY DR"
"HONG KONG LOUNGE 8025 CLINTON DR"
"MIYAKO II 3910 KIRBY DR"
"THE OLIVE GARDEN ITALIAN RESTA 9750 KATY FWY"
"GOODE COMPANY TEXAS SEAFOOD 2621 WESTPARK DR"
"OLIVE GARDEN OF TEXAS INC #104 10830 NORTHWEST FWY"
"RICHMOND ARMS 5920 RICHMOND AVE"
"NUMBERS 300 WESTHEIMER RD"
"BARNEY'S BILLIARD SALOON NO 2 13960 WESTHEIMER RD"
"SANSONE'S WEST OAKS BAR 14144 WESTHEIMER RD STE I"
"PRIME TIME STEAK HOUSE 9275 FM 1960 RD W"
"UNCLE JOES CLUB 6419 1/2 HILLCROFT ST"
"CASA OLE NO 35 263 GREENSPOINT MALL"
"HENRY WAYNE'S BAR 937 FM 1959 RD"
"JALAPENOS SEAFOOD-MEXICAN COCINA & CANTINA 2702 KIRBY DR"
"FAJITA FLATS 2929 FONDREN RD"
"DUKE'S TAVERN 1010 S MASON RD STE C"
"O - PACIFIC STREET 710 PACIFIC ST"
"NORTHGATE COUNTRY CLUB 17110 NORTHGATE FOREST DR"
"MAGNOLIA BAR & GRILL 6000 RICHMOND"
"TEQUILA PATIO 23237 ALDINE WESTFIELD RD"
"THE ORIGINAL EL GALLO MEX REST 12527 JONES RD"
"D PIT STOP 8788 HAMMERLY BLVD STE 1"
"HOUSTON'S RESTAURANT 5888 WESTHEIMER RD"
"MENCIUS GOURMET HUNAN RESTAURA 1379 KINGWOOD DR"
"MONTROSE MINING CO 805 PACIFIC ST"
"THE ORIGINAL EL GALLO MEX REST 2116 GESSNER DR"
"THE OLIVE GARDEN #74 1010 OLD SPANISH TRL"
"CAFE CHINO 3285 SOUTHWEST FWY"
"LIZZARD'S PUB 2715 SACKETT ST"
"HOUSTON'S RESTAURANT 4848 KIRBY DR"
"PREGO 2520 AMHERST ST"
"THE RUGGLES GRILL/CLUB FLAMINGO 903 WESTHEIMER RD"
"CABANA BEVERAGE INC 8930 W SAM HOUSTON PKWY N"
"BARNEY'S BILLIARD SALOON NO 6 1942 FM 1960 RD W"
"JR'S BAR & GRILL / HOUSTON 804-8 PACIFIC ST"
"KING LEO'S CLUB 4546 GRIGGS RD"
"LA BARE 6234 RICHMOND AVE STE 200"
"RICH'S 2401 SAN JACINTO ST"
"NITE-MOODS 13825 S POST OAK RD"
"CABANA BEVERAGES, INC. 8905 RICHMOND AVE"
"TACO CABANA BEVERAGES INC 3905 KIRBY DR"
"MOLINA'S MEXICAN RESTAURANT AN 5227 BUFFALO SPEEDWAY"
"CABANA BEVERAGES, INC. 11079 WESTHEIMER RD"
"CHAPULTEPEC MEXICAN RESTAURANT 813 RICHMOND AVE"
"MAMACITAS MEXICAN RESTAURANT & 19831 NORTHWEST FWY"
"CARRABBA'S RESTAURANT 1399 S VOSS"
"SOUTH BEACH 810 PACIFIC ST"
"OVATIONS 2536B TIMES BLVD"
"SLICK WILLIE'S FAMILY POOL HAL 6969 GULF FWY STE 160"
"THE BRIAR PATCH 2312 CROCKER ST"
"MATHIAS 3755 FM 1960 RD W"
"FUGATE CLUB INC 10055 FUQUA ST"
"BABE'S CABARET 5614 HILLCROFT ST"
"CHILI'S GRILL AND BAR 10101 S POST OAK RD"
"MOLINA'S MEXICAN RESTAURANT 7901 WESTHEIMER RD"
"WARREN'S INN 307 TRAVIS ST"
"FU'S GARDEN 2539A UNIVERSITY BLVD"
"BELLA BEVERAGE CORPORATION 6633 TRAVIS"
"RAINBOW LODGE RESTAURANT 1706 W 21ST ST"
"RIVERSIDE TERRACE CAFE 2515 RIVERSIDE DR"
"JUMP'S BAR & GRILL 13180 WESTPARK DR STE 301"
"TACO CABANA 8101 S MAIN ST"
"THE SPOT RESTAURANT & CLUB 1732 W 18TH"
"MAMA'S CAFE 6019 WESTHEIMER RD"
"SKEETER'S 5529 WESLAYAN ST"
"THE WESTLAKE CLUB 570 WESTLAKE PARK BLVD"
"THE COUNTY LINE OF HOUSTON INC 13850 CUTTEN RD"
"SHANGHAI RIVER RESTAURANT 2407 WESTHEIMER RD"
"SRO SPORTS CAFE 6982 FM 1960 RD W STE A"
"EL PALENQUE MEXICAN RESTAURANT 21161 TOMBALL PKWY"
"LUTHERS- SMITH STREET 1100 SMITH ST"
"THE OLIVE GARDEN #1166 7525 CYPRESS CREEK PKWY"
"VICTOR'S CASA GARCIA MEXICAN C 1939 N FRY RD"
"MOLINA'S MEXICAN CAFE & PAVILION 3601 HIGHWAY 6 S"
"MICHELANGELO'S RESTAURANT 307 WESTHEIMER RD"
"DONERAKI RESTAURANT 7705 WESTHEIMER RD"
"MOLLY MALONE'S PUB 7824 LOUETTA RD"
"PECOS GRILL 2044 E T C JESTER BLVD"
"R WES INC 7511 CYPRESS CREEK PKWY"
"THE GOOD FORTUNE CLUB 25170 INTERSTATE 45 STE 6"
"CAFE ANNIE II LTD 1728 POST OAK BLVD"
"EL PRINCIPE AZUL 6469 HILLCROFT ST"
"ARAMARK SPORTS AND ENTERTAINME 551 N SHEPHERD DR STE 250"
"SPOTLIGHT KARAOKE 5901 WESTHEIMER RD STE P"
"BRAZOS CONCESSIONS CO HOUSTON HOBBY AIRPORT 7800 AIRPORT BLVD"
"THE ASHFORD ARMS 14605 PERTHSHIRE RD"
"PINO'S ITALIAN RESTAURANT INC 2711 HILLCROFT ST"
"SHAKESPEARE PUB 14129 MEMORIAL DR STE E"
"TEXAS SUNSET GRILL 4510 FM 1960 RD E"
"JIMMY G'S CAJUN SEAFOOD RESTAU 307 EAST NORTH BELT"
"CHUY'S 2706 WESTHEIMER RD"
"LOS REYES MEXICAN RESTAURANT 5050 FM 1960 RD W STE 136"
"DESIREE 13334 ALMEDA RD"
"C PHIL'S MUSIC BAR AND GRILLE 2403 WENTWORTH ST"
"BARNEY'S BILLIARD SALOON NO 12 10670 FM 1960 RD W"
"BILLY RAY'S 16402 WALLISVILLE RD"
"MEXICO LINDO RESTAURANT AND CANTINA 12933 GULF FWY"
"19TH HOLE GRILL & BAR 202 SAWDUST RD STE 118"
"CARRINGTON'S 9585 MAIN ST"
"TIME OUT NO 1 10928 FUQUA ST"
"CENTERFOLDS 6166 RICHMOND AVE"
"BRANCHWATER TAVERN 510 SHEPHERD DR"
"MONTEREY'S TEXMEX CAFE (#562) 12520 GREENSPOINT DR"
"MISSION BURRITO # 806 6168 N HWY 6"
"MONTEREY'S LITTLE MEXICO (#551) 1114 FM 1960 RD W"
"MONTEREY'S LITTLE MEXICO (#559 10515 NORTHWEST FWY"
"MONTEREY'S LITTLE MEXICO #513 1331 CROSSTIMBERS ST"
"MONTERREY'S TEXMEX CAFE (#532) 13419 WOODFOREST BLVD"
"MONTEREY'S TEXMEX CAFE (#553) 10092 KLECKLEY DR"
"PASSION CABARET 7928 N SHEPHERD DR"
"TORTUGA COASTAL CANTINA (#547) 5202 KIRBY DR"
"LA MORA CUCINA TOSCANA 912 LOVETT BLVD"
"ROSE COUNTRY CLUB 13802 HOMESTEAD RD"
"COHEN HOUSE FACULTY CLUB 6100 MAIN ST COHEN HOUSE BLD"
"FIESTA MEXICAN RESTAURANT 2111 TELEPHONE RD"
"ELVIA'S CANTINA 2727 FONDREN RD STE 2A"
"FU'S GARDEN 5866 SAN FELIPE ST"
"BARNEY'S BILLIARD SALOON #3 1702 WEST LOOP N"
"SHANGHAI INN 14155 NORTHWEST FWY"
"HUNAN EMPEROR RESTAURANT 9013 WESTHEIMER RD"
"FOXXY'S CABERET 11112 S POST OAK RD"
"QUEEN OF SHEBA ETHIOPIAN RESTAURANT 5710 BELLAIRE BLVD"
"AUBREY'S CLUB 770-74 W GULF BANK RD"
"MONUMENT INN RESTAURANT 4406 INDEPENDENCE PKWY S"
"MELANGE CATERING AND GOURMET T 6803 WYNNWOOD LN"
"BIMBO'S BEER & BAR-B-Q 10634 COSSEY RD"
"GRAND PRIZE 1010 BANKS ST"
"CHINA SQUARE RESTAURANT 1111 NASA RD 1"
"THE OLIVE GARDEN OF TEXAS 1259 12711 GULF FWY"
"LA MEXICANA RESTAURANT 1018 FAIRVIEW ST"
"NITE MOVES 921 FM 1960 RD W STE 110"
"BLACK LABRADOR PUB 4100 MONTROSE BLVD"
"SPECTATORS 6502 WASHINGTON AVE"
"TACO CABANA 7501 BELLAIRE BLVD"
"MIRAGE CABARET 3416 W 34TH ST"
"MOMENTS CABARET 9003 NORTH FWY"
"THE HIDEAWAY ON DUNVALE 3122 DUNVALE RD"
"BISTRO VINO 819 W ALABAMA ST"
"TEPPAY CORPORATION 6516-A-2 WESTHEIMER AVE"
"GOLD CUP 12747 NORTHWEST FWY"
"THE OLIVE GARDEN OF TEXAS 1285 9080 SOUTHWEST FWY"
"JOY'S DANCE AND SPORTS CLUB 5406 HIGHWAY 6 N"
"7 RANCHOS MEXICAN RESTAURANT 8860 SPRING BRANCH DR"
"OUTBACK STEAKHOUSE 10001 WESTHEIMER RD STE 1010"
"WESTBURY COZY CORNER 11530 BURDINE ST STE A"
"FAUD'S RESTAURANT 6100 WESTHEIMER RD STE 144"
"MR A'S CLUB 3409 CAVALCADE ST"
"SWIFT + COMPANY 2137 W ALABAMA ST"
"TRULUCK'S STEAK & STONE CRAB 5919 WESTHEIMER"
"TA HUA RESTAURANT 14508 MEMORIAL DR"
"TACO CABANA 9220 GULF FWY"
"TACO CABANA 700 NORTH LOOP W"
"CABANA BEVERAGES INC 21121 STATE HIGHWAY 249"
"TACO CABANA #172 4903 W BELLFORT ST"
"THE HAPPY GO LUCKY CLUB 4016 TELEPHONE RD"
"CORK CLUB 9425 COUNTRY CREEK DR"
"CORNBREAD'S BILLIARDS & BAR 10222C WESTHEIMER RD"
"HUNTER'S PUB 10549 S POST OAK"
"HOUSTON FAMILY GAME ROOM 11130 BEECHNUT BAYS A B AND C"
"IRISH PUB-KENNEALLY'S 2111 S SHEPHERD DR"
"HOT SHOT BAR & BILLIARDS 12909 WESTHEIMER RD"
"HUGHES HANGER 2811 WASHINGTON AVE STE 104"
"CASA OLE RESTAURANT (#4) 1020 FEDERAL RD"
"WEST HOUSTON CHUY'S INC 6328 RICHMOND AVE"
"MARY'S LOUNGE 1022 WESTHEIMER RD"
"SC BEVERAGE COMPANY 13210 KATY FWY"
"KEN'S CLUB 6824-8 WILCREST"
"DANNY'S SPORTS BAR 12126 WESTHEIMER RD STE 124"
"CASH BOX KARAOKE 10600 BELLAIRE BLVD STE 128"
"CABANA BEVERAGES INC 11880 BISSONNET ST"
"JUANITO'S NIGHT CLUB 6762 TELEPHONE RD"
"FAJITA WILLIES CAFE & CANTINA 15650 FM 529 RD"
"J R'S CLUB 8403 WESTVIEW DR"
"HEFLEY'S 138 W GRAY ST"
"BASIL'S RESTAURANT 2811 BAMMEL LN"
"CROOKED FERRET 11835 JONES RD"
"SRO 444 NORTHWEST MALL"
"RED'S COUNTRY PLACE 833 WAKEFIELD DR"
"MOLLY'S PUB 902 RAMADA DR"
"OUTBACK STEAKHOUSE 4 FM 1960 RD W"
"PINE CREST GOLF CLUB 3080 GESSNER DR"
"CLUB N J'S 3815 MANGUM RD"
"CABANA BEVERAGES, INC. 167 YALE ST"
"EL IMPERIAL MEXICAN RESTAURANT 818 FEDERAL RD"
"CANARY CLUB 711 FREEPORT ST"
"CHAYNS 3920 FM 1960 RD W STE 101"
"THE KING BISCUIT 1606 WHITE OAK DR"
"BIG JOHN'S ICE HOUSE 12640 BRIAR FOREST DR"
"TAQUERIA TEPATITLAN #1 4720 N MAIN ST"
"CAMPUS BEVERAGE INC 111 N POST OAK LANE"
"CAPS PIANO BAR 2610 BRIAR RIDGE DR"
"TEALA'S MEXICAN RESTAURANT 3210 W DALLAS ST"
"BARNEY'S BILLIARD SALOON #5 217-A B C F H FM 1960 WEST"
"TONY'S MEXICAN RESTAURANT 2222 ELLA BLVD"
"AMALIA'S MEXICAN RESTAURANT 8482 HIGHWAY 6 N"
"SLICK WILLIE'S FAMILY POOL HAL 12138 EAST FWY"
"R & R SPORTS BAR & GRILL 1840 BARKER CYPRESS RD"
"ROMANO'S MACARONI GRILL 7607 FM 1960 RD W"
"BLUTO'S BAR 8979 RICHMOND AVE"
"CABANA BEVERAGES INC 11212 FUQUA ST"
"BOGIES'S BILLARDS & GAMES 3040 FM 1960 RD E STE 101"
"LA REVOLUCION SPORTS BAR 7705 CHANNELSIDE ST"
"OUTBACK STEAKHOUSE 20455 KATY FWY"
"TAI'S HUNAN VILLAGE 5482 FM 1960 RD W # B"
"CHILI'S GRILL & BAR 7621 FM 1960 RD W"
"COCO LOCO NITE CLUB INC 3700 HILLCROFT ST STE 500"
"SLICK WILLIE'S FAMILY POOL HAL 1200 WESTHEIMER RD"
"SUPER STAR KARAOKE CLUB 6855 SOUTHWEST FREEWAY"
"CLEMENTINE'S EATING PARLOR 6448 FM 1960 WEST"
"SEOUL GARDEN 9446 LONG POINT RD"
"CABANA BEVERAGES, INC. 11441 KATY FWY"
"OLYMPUS DISCO CLUB 6305 ANTOINE DR STE 1413"
"TONY'S TAVERN & SPORTS BAR 12779 JONES RD STE 115"
"CHAMPION GOLF CLUB, INC. 13722 CHAMPIONS DR"
"MASSA'S 1160 SMITH ST"
"OUTBACK STEAKHOUSE 13240 NORTHWEST FWY"
"THE MANDARIN HUNAN RESTAURANT 777 WALKER ST STE L160"
"CABANA BEVERAGES INC 13480 NORTHWEST FWY"
"FUNPLEX 11 13700 BEECHNUT ST"
"PAPPASITO'S CANTINA 7050 FM 1960 W"
"WILDCATTER 2 SPORTS BAR 12337 BISSONNET ST"
"TIME OUT #2 307 EL DORADO BLVD"
"SAMBOJUNG RESTAURANT 7665 DE MOSS DR"
"ESCALANTE'S 6582 WOODWAY DR"
"HOUSTON ENGINEERING & SCIENTIF 5430 WESTHEIMER"
"DAMIAN'S CUCINA ITALIANA 3011 SMITH ST"
"CHARLEY'S 517 RESTAURANT 517 LOUISIANA ST"
"GIGI'S 11150 NORTHWEST FWY"
"KOOZIE'S ICE HOUSE 7337 ALABONSON RD"
"COLORADO BAR AND GRILL 6710 SOUTHWEST FWY"
"THE BIG EASY SOCIAL AND PLEASU 5731 KIRBY DR"
"BAY OAKS COUNTRY CLUB 14545 BAY OAKS BLVD"
"OUTBACK STEAKHOUSE 5710 FM 1960 RD W"
"MOLLY'S PUB 24905 INTERSTATE 45"
"MO'S PLACE 21940 KINGSLAND BLVD"
"MIKE'S ULTIMATE SPORTS BAR & GRILL 8670 HIGHWAY 6 N"
"EL CHARRO MEXICAN RESTAURANT C 11163 HUFFMEISTER RD"
"OLIVE GARDEN RESTAURANT #1441 2750 HIGHWAY 6 S"
"PAPPADEUX SEAFOOD KITCHEN 7110 FM 1960 WEST"
"CABANA BEVERAGES, INC. 2025 FM 1960 RD W"
"JB'S PUB 9110 JONES RD"
"DONERAKI RESTAURANT 5505 FM 1960 RD W STE J"
"THE CLUB AT FALCON POINT 24503 FALCON POINT DR"
"CABANA BEVERAGES, INC. 2535 HIGHWAY 6 S"
"CLICKS BILLIARDS 13380 NORTHWEST FWY"
"CAFE ABOBE 2111 WESTHEIMER RD"
"POST TIME SPORTS BAR & GRILL 6306 FAIRBANKS N HOUSTON RD"
"BARNEY'S BILLIARD SALOON NUMBER 15 16744 EL CAMINO REAL"
"BAROQUE 1700 SUNSET BLVD"
"MIST BAR AND LOUNGE 2511 BISSONNET ST"
"HAPPY DAYS 6165 GULF FWY STE B"
"VILLAGE GAME NITE CLUB DISCOTHEQUE 9275 RICHMOND AVE STE 150"
"DON CARLOS MEXICAN RESTAURANT 8385 BROADWAY ST"
"JOE'S CRAB SHACK 14901 NORTH FWY"
"JOE'S CRAB SHACK 6218 RICHMOND AVE"
"THE RAINBOW ROOM 527 BARREN SPRINGS DR SPC D"
"BIG JOHN'S NEIGHBORHOOD BAR & 6150 WILCREST DR"
"CHILI'S GRILL & BAR 518 FM 1960 RD W"
"FIESTA EN GUADALAJARA 3522 IRVINGTON BLVD"
"TIME OUT SPORTS BAR 1400 SHEPHERD DR"
"THE HOUSTON CLUB 910 LOUISIANA ST FL 49"
"MCELROY'S PUB INCORPORATED 3607 S SANDMAN ST"
"PENNISON'S SPORTS PUB TOO 7610 CHERRY PARK DR STE B"
"EL COLONIAL MEXICAN RESTAURANT 6991 HIGHWAY 6 S"
"TONY MANDOLA'S BLUE OYSTER BAR 7947 KATY FWY"
"THE STONE KITCHEN 2415 DUNSTAN RD"
"LANDRY'S SEAFOOD INN & OYSTER 8816 WESTHEIMER RD"
"TMC BEVERAGES OF HOUSTON INC 3303 SAGE RD STE 100"
"THE LEXINGTON GRILL 2005 LEXINGTON ST"
"TIA MARIA'S MEXICAN RESTAURANT 4618 DACOMA ST"
"CABANA BEVERAGES, INC. 373 S MASON RD"
"LOS CUCOS SEAFOOD & STEAKS INC 4221 JURA DR STE B"
"THE ROXY 5351 W ALABAMA ST"
"PJ'S SPORTS BAR 614 W GRAY ST"
"MAX'S 64 WOODLAKE SQ"
"CLUB SALSERO 9232 RICHMOND AVE"
"FAJITA FLATS 11853 WILCREST DR"
"AMEDEO'S ITALIAN RESTAURANT 22704 LOOP 494 STE A"
"CHINA PLAZA RESTAURANT 18736 STATE HIGHWAY 249"
"EL CORRAL MEXICAN RESTAURANT 22432 FM 249 RD"
"KANEYAMA JAPANESE RESTAURANT 9527 D-E WESTHEIMER"
"T AFIA 3701 TRAVIS ST"
"TOMMY'S PATIO CAFE 2555 BAY AREA BLVD"
"NIKKIS IRISH PUB 10885 KATY FWY"
"MAMA FAYE'S WINK 9210 WINKLER DR"
"CABANA BEVERAGES INC 105 LOUETTA XING"
"CARRABBA'S ITALIAN GRILL 25665 INTERSTATE 45"
"JOE'S CRAB SHACK 2621 SOUTH LOOP W"
